ts_ns,period_ns,jitter_ns,late
1639865500,2001200,1200,0
1641937300,2071800,71800,0
1643361600,1424300,-575700,0
1646365200,3003600,1003600,0
1648460000,2094800,94800,0
1650446600,1986600,-13400,0
1651593300,1146700,-853300,0
1653575000,1981700,-18300,0
1656121100,2546100,546100,0
1658088100,1967000,-33000,0
1660140000,2051900,51900,0
1662149100,2009100,9100,0
1663606200,1457100,-542900,0
1665930200,2324000,324000,0
1667903900,1973700,-26300,0
1669864800,1960900,-39100,0
1671911100,2046300,46300,0
1673363100,1452000,-548000,0
1676406800,3043700,1043700,0
1678448000,2041200,41200,0
1680495900,2047900,47900,0
1682414800,1918900,-81100,0
1684703100,2288300,288300,0
1685557400,854300,-1145700,0
1688211700,2654300,654300,0
1690242600,2030900,30900,0
1692337300,2094700,94700,0
1693743200,1405900,-594100,0
1695739000,1995800,-4200,0
1697741600,2002600,2600,0
1699784800,2043200,43200,0
1701797800,2013000,13000,0
1703792600,1994800,-5200,0
1705292100,1499500,-500500,0
1708279600,2987500,987500,0
1710315100,2035500,35500,0
1712320700,2005600,5600,0
1713876900,1556200,-443800,0
1715876200,1999300,-700,0
1717869200,1993000,-7000,0
1719882100,2012900,12900,0
1721882800,2000700,700,0
1723879400,1996600,-3400,0
1725311800,1432400,-567600,0
1728438600,3126800,1126800,0
1730369200,1930600,-69400,0
1732382500,2013300,13300,0
1733882900,1500400,-499600,0
1735868400,1985500,-14500,0
1737870000,2001600,1600,0
1739882900,2012900,12900,0
1741878400,1995500,-4500,0
1743326900,1448500,-551500,0
1745680700,2353800,353800,0
1747703300,2022600,22600,0
1749720400,2017100,17100,0
1751699000,1978600,-21400,0
1753733700,2034700,34700,0
1755773900,2040200,40200,0
1757884800,2110900,110900,0
1759887200,2002400,2400,0
1761878700,1991500,-8500,0
1763882900,2004200,4200,0
1765363500,1480600,-519400,0
1768384300,3020800,1020800,0
1770329600,1945300,-54700,0
1772336200,2006600,6600,0
1773870000,1533800,-466200,0
1775889500,2019500,19500,0
1777870500,1981000,-19000,0
1779878900,2008400,8400,0
1781926300,2047400,47400,0
1783315800,1389500,-610500,0
1786384500,3068700,1068700,0
1788377600,1993100,-6900,0
1790455500,2077900,77900,0
1792524500,2069000,69000,0
1793967600,1443100,-556900,0
1796092600,2125000,125000,0
1798077900,1985300,-14700,0
1800053700,1975800,-24200,0
1801573800,1520100,-479900,0
1804637700,3063900,1063900,0
1805314500,676800,-1323200,0
1807932400,2617900,617900,0
1809928500,1996100,-3900,0
1811932600,2004100,4100,0
1813416400,1483800,-516200,0
1815743800,2327400,327400,0
1817746200,2002400,2400,0
1819747200,2001000,1000,0
1821787200,2040000,40000,0
1823177900,1390700,-609300,0
1825707600,2529700,529700,0
1828002800,2295200,295200,0
1830489800,2487000,487000,0
1832502900,2013100,13100,0
1834607200,2104300,104300,0
1835614200,1007000,-993000,0
1837745500,2131300,131300,0
1838982900,1237400,-762600,0
1841961400,2978500,978500,0
1843427600,1466200,-533800,0
1846442900,3015300,1015300,0
1848454300,2011400,11400,0
1850940800,2486500,486500,0
1851634000,693200,-1306800,0
1853541400,1907400,-92600,0
1856882200,3340800,1340800,0
1857551600,669400,-1330600,0
1859873700,2322100,322100,0
1861874900,2001200,1200,0
1863352700,1477800,-522200,0
1866337300,2984600,984600,0
1868429900,2092600,92600,0
1870319300,1889400,-110600,0
1872336300,2017000,17000,0
1873878300,1542000,-458000,0
1875874500,1996200,-3800,0
1877962800,2088300,88300,0
1879410900,1448100,-551900,0
1882443000,3032100,1032100,0
1883879900,1436900,-563100,0
1885919100,2039200,39200,0
1887997200,2078100,78100,0
1889922300,1925100,-74900,0
1892032700,2110400,110400,0
1893406000,1373300,-626700,0
1896416900,3010900,1010900,0
1898531700,2114800,114800,0
1900975000,2443300,443300,0
1901689000,714000,-1286000,0
1903486500,1797500,-202500,0
1905772300,2285800,285800,0
1907758900,1986600,-13400,0
1909769900,2011000,11000,0
1911739400,1969500,-30500,0
1913921500,2182100,182100,0
1916123300,2201800,201800,0
1918105000,1981700,-18300,0
1920119500,2014500,14500,0
1922257500,2138000,138000,0
1923576700,1319200,-680800,0
1925885600,2308900,308900,0
1927931300,2045700,45700,0
1930031800,2100500,100500,0
1932073600,2041800,41800,0
1933551700,1478100,-521900,0
1935751200,2199500,199500,0
1937734200,1983000,-17000,0
1939771200,2037000,37000,0
1941723000,1951800,-48200,0
1943918800,2195800,195800,0
1945129600,1210800,-789200,0
1948170900,3041300,1041300,0
1950159000,1988100,-11900,0
1952132100,1973100,-26900,0
1953633200,1501100,-498900,0
1955667300,2034100,34100,0
1957645000,1977700,-22300,0
1959724800,2079800,79800,0
1961676100,1951300,-48700,0
1963657100,1981000,-19000,0
1965199500,1542400,-457600,0
1968255700,3056200,1056200,0
1970229200,1973500,-26500,0
1972221200,1992000,-8000,0
1973732800,1511600,-488400,0
1975920300,2187500,187500,0
1977784400,1864100,-135900,0
1979886000,2101600,101600,0
1981802400,1916400,-83600,0
1983784300,1981900,-18100,0
1984978700,1194400,-805600,0
1987979100,3000400,1000400,0
1990032400,2053300,53300,0
1992002500,1970100,-29900,0
1993486400,1483900,-516100,0
1996536900,3050500,1050500,0
1998569200,2032300,32300,0
2001153400,2584200,584200,0
2001678900,525500,-1474500,0
2003559200,1880300,-119700,0
2008060600,4501400,2501400,1
2008806700,746100,-1253900,0
2009529500,722800,-1277200,0
2012144300,2614800,614800,0
2013627800,1483500,-516500,0
2015609600,1981800,-18200,0
2017653500,2043900,43900,0
2019641800,1988300,-11700,0
2021746300,2104500,104500,0
2023693100,1946800,-53200,0
2025236400,1543300,-456700,0
2027425100,2188700,188700,0
2030413200,2988100,988100,0
2032629600,2216400,216400,0
2033338900,709300,-1290700,0
2035683600,2344700,344700,0
2036979300,1295700,-704300,0
2039585200,2605900,605900,0
2042077100,2491900,491900,0
2043594100,1517000,-483000,0
2045613600,2019500,19500,0
2047588300,1974700,-25300,0
2050614800,3026500,1026500,0
2051329900,715100,-1284900,0
2053594700,2264800,264800,0
2055128000,1533300,-466700,0
2058147800,3019800,1019800,0
2060130200,1982400,-17600,0
2062154100,2023900,23900,0
2063610300,1456200,-543800,0
2065622900,2012600,12600,0
2067890600,2267700,267700,0
2069706700,1816100,-183900,0
2071664300,1957600,-42400,0
2073889600,2225300,225300,0
2075126900,1237300,-762700,0
2078167200,3040300,1040300,0
2080169900,2002700,2700,0
2082232900,2063000,63000,0
2083706900,1474000,-526000,0
2086000300,2293400,293400,0
2088016700,2016400,16400,0
2089924600,1907900,-92100,0
2092268200,2343600,343600,0
2093637500,1369300,-630700,0
2095666700,2029200,29200,0
2096958400,1291700,-708300,0
2100001000,3042600,1042600,0
2101534700,1533700,-466300,0
2104106300,2571600,571600,0
2105999700,1893400,-106600,0
2108038600,2038900,38900,0
2110197100,2158500,158500,0
2112279300,2082200,82200,0
2113891500,1612200,-387800,0
2115888800,1997300,-2700,0
2117232600,1343800,-656200,0
2120329300,3096700,1096700,0
2122454600,2125300,125300,0
2123892000,1437400,-562600,0
2125898000,2006000,6000,0
2127891700,1993700,-6300,0
2129903300,2011600,11600,0
2131897300,1994000,-6000,0
2133328600,1431300,-568700,0
2136361700,3033100,1033100,0
2138388100,2026400,26400,0
2140448700,2060600,60600,0
2142403400,1954700,-45300,0
2143886400,1483000,-517000,0
2145953800,2067400,67400,0
2147996400,2042600,42600,0
2150003500,2007100,7100,0
2152026600,2023100,23100,0
2153505900,1479300,-520700,0
2156528200,3022300,1022300,0
2157770600,1242400,-757600,0
2159780700,2010100,10100,0
2161931400,2150700,150700,0
2163794600,1863200,-136800,0
2165278400,1483800,-516200,0
2168310300,3031900,1031900,0
2170317400,2007100,7100,0
2172301000,1983600,-16400,0
2173892600,1591600,-408400,0
2175895900,2003300,3300,0
2177942200,2046300,46300,0
2179893800,1951600,-48400,0
2181890000,1996200,-3800,0
2183786000,1896000,-104000,0
2185303500,1517500,-482500,0
2188340800,3037300,1037300,0
2190347900,2007100,7100,0
2192334800,1986900,-13100,0
2193911300,1576500,-423500,0
2195488700,1577400,-422600,0
2198449400,2960700,960700,0
2201159200,2709800,709800,0
2201554600,395400,-1604600,0
2204442100,2887500,887500,0
2206455100,2013000,13000,0
2208464200,2009100,9100,0
2210461500,1997300,-2700,0
2212461000,1999500,-500,0
2213972600,1511600,-488400,0
2216024000,2051400,51400,0
2217976100,1952100,-47900,0
2219953200,1977100,-22900,0
2221957800,2004600,4600,0
2223440100,1482300,-517700,0
2226497200,3057100,1057100,0
2228480800,1983600,-16400,0
2230526900,2046100,46100,0
2232545000,2018100,18100,0
2234084600,1539600,-460400,0
2236122100,2037500,37500,0
2238120000,1997900,-2100,0
2240093300,1973300,-26700,0
2242586000,2492700,492700,0
2244670500,2084500,84500,0
2245378600,708100,-1291900,0
2247632900,2254300,254300,0
2249674900,2042000,42000,0
2251632200,1957300,-42700,0
2253628300,1996100,-3900,0
2255182300,1554000,-446000,0
2258439900,3257600,1257600,0
2260468800,2028900,28900,0
2262446400,1977600,-22400,0
2264000500,1554100,-445900,0
2266015200,2014700,14700,0
2267951800,1936600,-63400,0
2269971200,2019400,19400,0
2272063700,2092500,92500,0
2273581300,1517600,-482400,0
2276597200,3015900,1015900,0
2277326900,729700,-1270300,0
2279623600,2296700,296700,0
2281696500,2072900,72900,0
2283612600,1916100,-83900,0
2285695900,2083300,83300,0
2287687600,1991700,-8300,0
2289770900,2083300,83300,0
2290945200,1174300,-825700,0
2293510400,2565200,565200,0
2296583000,3072600,1072600,0
2298667400,2084400,84400,0
2299179200,511800,-1488200,0
2302081300,2902100,902100,0
2303548000,1466700,-533300,0
2306567300,3019300,1019300,0
2308592400,2025100,25100,0
2309300600,708200,-1291800,0
2311598000,2297400,297400,0
2313638600,2040600,40600,0
2315207800,1569200,-430800,0
2318178800,2971000,971000,0
2320118100,1939300,-60700,0
2322239700,2121600,121600,0
2323584200,1344500,-655500,0
2326641900,3057700,1057700,0
2327363000,721100,-1278900,0
2329579000,2216000,216000,0
2332627500,3048500,1048500,0
2333342500,715000,-1285000,0
2336147800,2805300,805300,0
2338131300,1983500,-16500,0
2340106400,1975100,-24900,0
2342154600,2048200,48200,0
2343590300,1435700,-564300,0
2346592700,3002400,1002400,0
2347331800,739100,-1260900,0
2349663700,2331900,331900,0
2351743700,2080000,80000,0
2353902900,2159200,159200,0
2355623900,1721000,-279000,0
2357573400,1949500,-50500,0
2360586900,3013500,1013500,0
2362591200,2004300,4300,0
2363276500,685300,-1314700,0
2366245700,2969200,969200,0
2367679000,1433300,-566700,0
2369620200,1941200,-58800,0
2371598300,1978100,-21900,0
2373607800,2009500,9500,0
2375130800,1523000,-477000,0
2378233900,3103100,1103100,0
2380364500,2130600,130600,0
2382565300,2200800,200800,0
2384001800,1436500,-563500,0
2386016600,2014800,14800,0
2387994500,1977900,-22100,0
2390051700,2057200,57200,0
2392016200,1964500,-35500,0
2393548000,1531800,-468200,0
2396633600,3085600,1085600,0
2397382400,748800,-1251200,0
2399660800,2278400,278400,0
2401125100,1464300,-535700,0
2403660800,2535700,535700,0
2405664100,2003300,3300,0
2407663400,1999300,-700,0
2409643700,1980300,-19700,0
2411703000,2059300,59300,0
2413642800,1939800,-60200,0
2415171100,1528300,-471700,0
2418327400,3156300,1156300,0
2420313500,1986100,-13900,0
2422297500,1984000,-16000,0
2423772200,1474700,-525300,0
2425901100,2128900,128900,0
2427785900,1884800,-115200,0
2429795000,2009100,9100,0
2431902200,2107200,107200,0
2433794500,1892300,-107700,0
2435318200,1523700,-476300,0
2438299700,2981500,981500,0
2440326600,2026900,26900,0
2442330400,2003800,3800,0
2443790300,1459900,-540100,0
2445886900,2096600,96600,0
2447893500,2006600,6600,0
2449272900,1379400,-620600,0
2451464700,2191800,191800,0
2454886400,3421700,1421700,0
2455620600,734200,-1265800,0
2456804200,1183600,-816400,0
2459270100,2465900,465900,0
2462243400,2973300,973300,0
2463709300,1465900,-534100,0
2465756200,2046900,46900,0
2467901600,2145400,145400,0
2469750400,1848800,-151200,0
2471698000,1947600,-52400,0
2473765200,2067200,67200,0
2475017400,1252200,-747800,0
2477976500,2959100,959100,0
2480021000,2044500,44500,0
2481993700,1972700,-27300,0
2483551200,1557500,-442500,0
2486482300,2931100,931100,0
2488481800,1999500,-500,0
2490508700,2026900,26900,0
2492491600,1982900,-17100,0
2493997400,1505800,-494200,0
2496071400,2074000,74000,0
2498025400,1954000,-46000,0
2499993000,1967600,-32400,0
2501507600,1514600,-485400,0
2504798500,3290900,1290900,0
2505545700,747200,-1252800,0
2507902100,2356400,356400,0
2509896200,1994100,-5900,0
2511917800,2021600,21600,0
2513463900,1546100,-453900,0
2516428000,2964100,964100,0
2518514200,2086200,86200,0
2520420900,1906700,-93300,0
2522435500,2014600,14600,0
2524615200,2179700,179700,0
2525630000,1014800,-985200,0
2527620400,1990400,-9600,0
2529623600,2003200,3200,0
2531639800,2016200,16200,0
2533705000,2065200,65200,0
2534885000,1180000,-820000,0
2537981800,3096800,1096800,0
2539981000,1999200,-800,0
2541965300,1984300,-15700,0
2543477200,1511900,-488100,0
2546625900,3148700,1148700,0
2547637400,1011500,-988500,0
2549613400,1976000,-24000,0
2551633000,2019600,19600,0
2553616400,1983400,-16600,0
2555184700,1568300,-431700,0
2558181800,2997100,997100,0
2560151100,1969300,-30700,0
2562153600,2002500,2500,0
2563720400,1566800,-433200,0
2566039600,2319200,319200,0
2568016700,1977100,-22900,0
2570101500,2084800,84800,0
2572067200,1965700,-34300,0
2573522200,1455000,-545000,0
2576534700,3012500,1012500,0
2578578000,2043300,43300,0
2580548000,1970000,-30000,0
2582543900,1995900,-4100,0
2584065100,1521200,-478800,0
2586041700,1976600,-23400,0
2588082400,2040700,40700,0
2590058100,1975700,-24300,0
2592049100,1991000,-9000,0
2593547900,1498800,-501200,0
2596580400,3032500,1032500,0
2598537600,1957200,-42800,0
2601089200,2551600,551600,0
2601773600,684400,-1315600,0
2603574600,1801000,-199000,0
2606598500,3023900,1023900,0
2607323400,724900,-1275100,0
2609630000,2306600,306600,0
2611603900,1973900,-26100,0
2613691300,2087400,87400,0
2615809400,2118100,118100,0
2617892700,2083300,83300,0
2619964200,2071500,71500,0
2621909100,1944900,-55100,0
2623384800,1475700,-524300,0
2626500000,3115200,1115200,0
2628463300,1963300,-36700,0
2630436200,1972900,-27100,0
2632573200,2137000,137000,0
2634156000,1582800,-417200,0
2636246100,2090100,90100,0
2638277900,2031800,31800,0
2640321200,2043300,43300,0
2642464100,2142900,142900,0
2643897600,1433500,-566500,0
2645399900,1502300,-497700,0
2648391400,2991500,991500,0
2650317000,1925600,-74400,0
2652401400,2084400,84400,0
2653894800,1493400,-506600,0
2655891800,1997000,-3000,0
2658000000,2108200,108200,0
2659224000,1224000,-776000,0
2661786200,2562200,562200,0
2663599700,1813500,-186500,0
2665102000,1502300,-497700,0
2668153000,3051000,1051000,0
2670132900,1979900,-20100,0
2672134400,2001500,1500,0
2673777000,1642600,-357400,0
2675640200,1863200,-136800,0
2677669500,2029300,29300,0
2679591900,1922400,-77600,0
2681622100,2030200,30200,0
2682776400,1154300,-845700,0
2685928900,3152500,1152500,0
2687917900,1989000,-11000,0
2689811100,1893200,-106800,0
2691338400,1527300,-472700,0
2693918600,2580200,580200,0
2696258300,2339700,339700,0
2698302100,2043800,43800,0
2700378100,2076000,76000,0
2701902000,1523900,-476100,0
2703930200,2028200,28200,0
2705318000,1387800,-612200,0
2708396900,3078900,1078900,0
2710341500,1944600,-55400,0
2712347900,2006400,6400,0
2713905000,1557100,-442900,0
2715985000,2080000,80000,0
2717914900,1929900,-70100,0
2719924000,2009100,9100,0
2721905100,1981100,-18900,0
2723341300,1436200,-563800,0
2725898400,2557100,557100,0
2727907000,2008600,8600,0
2729902100,1995100,-4900,0
2731938700,2036600,36600,0
2733366800,1428100,-571900,0
2735808000,2441200,441200,0
2737811300,2003300,3300,0
2739786900,1975600,-24400,0
2741788900,2002000,2000,0
2743798900,2010000,10000,0
2745302800,1503900,-496100,0
2748350100,3047300,1047300,0
2749588100,1238000,-762000,0
2752637800,3049700,1049700,0
2753407200,769400,-1230600,0
2756154000,2746800,746800,0
2758143500,1989500,-10500,0
2760135700,1992200,-7800,0
2762161000,2025300,25300,0
2763608200,1447200,-552800,0
2765655000,2046800,46800,0
2767682600,2027600,27600,0
2769646200,1963600,-36400,0
2771659500,2013300,13300,0
2773693300,2033800,33800,0
2775178600,1485300,-514700,0
2778155700,2977100,977100,0
2780201000,2045300,45300,0
2782162600,1961600,-38400,0
2783680000,1517400,-482600,0
2785660000,1980000,-20000,0
2787647800,1987800,-12200,0
2789689300,2041500,41500,0
2791679100,1989800,-10200,0
2793790600,2111500,111500,0
2795904100,2113500,113500,0
2797800300,1896200,-103800,0
2799892300,2092000,92000,0
2801373500,1481200,-518800,0
2803902500,2529000,529000,0
2805899400,1996900,-3100,0
2807893400,1994000,-6000,0
2809896100,2002700,2700,0
2811901900,2005800,5800,0
2813893500,1991600,-8400,0
2815456200,1562700,-437300,0
2817909500,2453300,453300,0
2819895000,1985500,-14500,0
2821900700,2005700,5700,0
2823325500,1424800,-575200,0
2826405200,3079700,1079700,0
2828517000,2111800,111800,0
2830699100,2182100,182100,0
2831443000,743900,-1256100,0
2833773800,2330800,330800,0
2835300900,1527100,-472900,0
2837675600,2374700,374700,0
2839658800,1983200,-16800,0
2841688300,2029500,29500,0
2843683700,1995400,-4600,0
2845212700,1529000,-471000,0
2848209100,2996400,996400,0
2850171800,1962700,-37300,0
2852165800,1994000,-6000,0
2853684100,1518300,-481700,0
2855689900,2005800,5800,0
2857731600,2041700,41700,0
2859756000,2024400,24400,0
2861894500,2138500,138500,0
2863903100,2008600,8600,0
2865380900,1477800,-522200,0
2868309600,2928700,928700,0
2870371100,2061500,61500,0
2872339800,1968700,-31300,0
2873825500,1485700,-514300,0
2876126900,2301400,301400,0
2878155900,2029000,29000,0
2880129500,1973600,-26400,0
2882129800,2000300,300,0
2883448400,1318600,-681400,0
2886407100,2958700,958700,0
2888413700,2006600,6600,0
2890439500,2025800,25800,0
2892426700,1987200,-12800,0
2893893600,1466900,-533100,0
2895891300,1997700,-2300,0
2897902300,2011000,11000,0
2899898500,1996200,-3800,0
2901434800,1536300,-463700,0
2903971800,2537000,537000,0
2905980200,2008400,8400,0
2907982500,2002300,2300,0
2909998200,2015700,15700,0
2911983800,1985600,-14400,0
2913421000,1437200,-562800,0
2916441600,3020600,1020600,0
2918494100,2052500,52500,0
2920531500,2037400,37400,0
2922959000,2427500,427500,0
2923659700,700700,-1299300,0
2925706800,2047100,47100,0
2926896300,1189500,-810500,0
2929896300,3000000,1000000,0
2931907200,2010900,10900,0
2933421700,1514500,-485500,0
2936409000,2987300,987300,0
2938512400,2103400,103400,0
2940576000,2063600,63600,0
2942569000,1993000,-7000,0
2944099000,1530000,-470000,0
2946086900,1987900,-12100,0
2948113900,2027000,27000,0
2949554400,1440500,-559500,0
2952725200,3170800,1170800,0
2953223400,498200,-1501800,0
2956082800,2859400,859400,0
2958107600,2024800,24800,0
2960110400,2002800,2800,0
2962145200,2034800,34800,0
2963618500,1473300,-526700,0
2965648000,2029500,29500,0
2967689200,2041200,41200,0
2969642200,1953000,-47000,0
2971619500,1977300,-22700,0
2973612400,1992900,-7100,0
2975116700,1504300,-495700,0
2978147400,3030700,1030700,0
2980108300,1960900,-39100,0
2982140000,2031700,31700,0
2983650400,1510400,-489600,0
2985675500,2025100,25100,0
2987681000,2005500,5500,0
2989634200,1953200,-46800,0
2991661600,2027400,27400,0
2993651500,1989900,-10100,0
2995122000,1470500,-529500,0
2998710500,3588500,1588500,0
2999738500,1028000,-972000,0
3001239700,1501200,-498800,0
3003793600,2553900,553900,0
3006946700,3153100,1153100,0
3007692300,745600,-1254400,0
3009194400,1502100,-497900,0
3012227200,3032800,1032800,0
3013747600,1520400,-479600,0
3015984100,2236500,236500,0
3017989800,2005700,5700,0
3020410500,2420700,420700,0
3022596200,2185700,185700,0
3023159200,563000,-1437000,0
3026422100,3262900,1262900,0
3028501500,2079400,79400,0
3030470800,1969300,-30700,0
3031825600,1354800,-645200,0
3033898700,2073100,73100,0
3035339100,1440400,-559600,0
3038690200,3351100,1351100,0
3039438200,748000,-1252000,0
3041707500,2269300,269300,0
3043731800,2024300,24300,0
3045429100,1697300,-302700,0
3047906700,2477600,477600,0
3049125100,1218400,-781600,0
3051242300,2117200,117200,0
3053899000,2656700,656700,0
3055909100,2010100,10100,0
3058099700,2190600,190600,0
3060217800,2118100,118100,0
3062134300,1916500,-83500,0
3063635200,1500900,-499100,0
3065624900,1989700,-10300,0
3067683500,2058600,58600,0
3069640000,1956500,-43500,0
3071666700,2026700,26700,0
3073633400,1966700,-33300,0
3075108200,1474800,-525200,0
3078130900,3022700,1022700,0
3080136500,2005600,5600,0
3082145600,2009100,9100,0
3083639200,1493600,-506400,0
3085739500,2100300,100300,0
3087698000,1958500,-41500,0
3089730200,2032200,32200,0
3091766100,2035900,35900,0
3093717500,1951400,-48600,0
3095904300,2186800,186800,0
3097906400,2002100,2100,0
3099148100,1241700,-758300,0
3102365200,3217100,1217100,0
3103909700,1544500,-455500,0
3105821200,1911500,-88500,0
3108052400,2231200,231200,0
3110100600,2048200,48200,0
3112068600,1968000,-32000,0
3113598900,1530300,-469700,0
3115656100,2057200,57200,0
3117601200,1945100,-54900,0
3119585300,1984100,-15900,0
3122610400,3025100,1025100,0
3123322600,712200,-1287800,0
3125900500,2577900,577900,0
3127908700,2008200,8200,0
3129910600,2001900,1900,0
3131936900,2026300,26300,0
3133355400,1418500,-581500,0
3136369800,3014400,1014400,0
3138469300,2099500,99500,0
3140540900,2071600,71600,0
3142628900,2088000,88000,0
3143633800,1004900,-995100,0
3145066900,1433100,-566900,0
3148058500,2991600,991600,0
3150057300,1998800,-1200,0
3152069000,2011700,11700,0
3153623500,1554500,-445500,0
3155622300,1998800,-1200,0
3157675300,2053000,53000,0
3159621700,1946400,-53600,0
3161674800,2053100,53100,0
3163651400,1976600,-23400,0
3165141200,1489800,-510200,0
3168173700,3032500,1032500,0
3170134500,1960800,-39200,0
3172229900,2095400,95400,0
3173680500,1450600,-549400,0
3175710600,2030100,30100,0
3177680100,1969500,-30500,0
3179694100,2014000,14000,0
3181680800,1986700,-13300,0
3183694200,2013400,13400,0
3185908100,2213900,213900,0
3187910400,2002300,2300,0
3189792300,1881900,-118100,0
3191914400,2122100,122100,0
3193916800,2002400,2400,0
3195312600,1395800,-604200,0
3198362900,3050300,1050300,0
3200328200,1965300,-34700,0
3201918600,1590400,-409600,0
3203916100,1997500,-2500,0
3205327700,1411600,-588400,0
3208350200,3022500,1022500,0
3210396400,2046200,46200,0
3212371700,1975300,-24700,0
3213911300,1539600,-460400,0
3215934500,2023200,23200,0
3217908600,1974100,-25900,0
3219899800,1991200,-8800,0
3221926400,2026600,26600,0
3223369300,1442900,-557100,0
3225800700,2431400,431400,0
3227982000,2181300,181300,0
3229923700,1941700,-58300,0
3231926500,2002800,2800,0
3233509200,1582700,-417300,0
3236534300,3025100,1025100,0
3238574800,2040500,40500,0
3240551400,1976600,-23400,0
3242556000,2004600,4600,0
